,Time,QDConc,Value,Conc,Anaerobic,Temperature
70,0.0,,0.0097242745802104,15.0,0,303.15
71,0.0,,0.009975366501894352,15.0,0,303.15
72,0.0,,0.006228206335189446,15.0,0,303.15
73,0.0,,0.010989041654988976,15.0,0,303.15
74,0.0,,0.01384328232011674,15.0,0,303.15
75,0.0,,0.012079212508086011,15.0,0,303.15
76,0.0,,0.018050013492496034,15.0,0,303.15
77,0.0,,0.011938357694509327,15.0,0,303.15
78,0.0,,0.012047481878604554,15.0,0,303.15
79,0.0,,0.014777698261476728,15.0,0,303.15
80,0.0,,0.007962328231483084,17.5,0,303.15
81,0.0,,0.01103752851170765,17.5,0,303.15
82,0.0,,0.013111854423477533,17.5,0,303.15
83,0.0,,0.014645292701532767,17.5,0,303.15
84,0.0,,0.012968850669748646,17.5,0,303.15
85,0.0,,0.01020389504256927,17.5,0,303.15
86,0.0,,0.013839899908649296,17.5,0,303.15
87,0.0,,0.010968133885673342,17.5,0,303.15
88,0.0,,0.011031058838998808,17.5,0,303.15
89,0.0,,0.012729031669123446,17.5,0,303.15
90,0.0,,0.008816180320604765,20.0,0,303.15
91,0.0,,0.011717274648356917,20.0,0,303.15
92,0.0,,0.00475377622098392,20.0,0,303.15
93,0.0,,0.006133236961996358,20.0,0,303.15
94,0.0,,0.0074392486114819995,20.0,0,303.15
95,0.0,,0.011753900560720926,20.0,0,303.15
96,0.0,,0.00787146839608093,20.0,0,303.15
97,0.0,,0.011308552561960672,20.0,0,303.15
98,0.0,,0.010609789541519664,20.0,0,303.15
99,0.0,,0.005609237044325654,20.0,0,303.15
100,15.0,,0.0083962546209255,0.0,0,303.15
101,15.0,,0.015253630927156982,0.0,0,303.15
102,15.0,,0.017584739958774954,0.0,0,303.15
103,15.0,,0.015281067696676622,0.0,0,303.15
104,15.0,,0.013940448799920032,0.0,0,303.15
105,15.0,,0.03014902933701269,0.0,0,303.15
106,15.0,,0.003232494656056366,0.0,0,303.15
107,15.0,,0.005652799990106998,0.0,0,303.15
108,15.0,,0.0059931914863652815,0.0,0,303.15
109,15.0,,0.008642436429183147,0.0,0,303.15
110,15.0,,0.010737653618289439,1.0,0,303.15
111,15.0,,0.01333285255790168,1.0,0,303.15
112,15.0,,0.011979953458862793,1.0,0,303.15
113,15.0,,0.011404687849454996,1.0,0,303.15
114,15.0,,0.011946470689001149,1.0,0,303.15
115,15.0,,0.009398101779359265,1.0,0,303.15
116,15.0,,0.013349386140922142,1.0,0,303.15
117,15.0,,0.008937811433415448,1.0,0,303.15
118,15.0,,0.00956594624769529,1.0,0,303.15
119,15.0,,0.01145569281136735,1.0,0,303.15
120,15.0,,0.007610238662220379,2.5,0,303.15
121,15.0,,0.015314873697238662,2.5,0,303.15
122,15.0,,0.011984112783587297,2.5,0,303.15
123,15.0,,0.011091276319306457,2.5,0,303.15
124,15.0,,0.016404128687630047,2.5,0,303.15
125,15.0,,0.009548826368005406,2.5,0,303.15
126,15.0,,0.012897036349066734,2.5,0,303.15
127,15.0,,0.012793362418482751,2.5,0,303.15
128,15.0,,0.012447593281759541,2.5,0,303.15
129,15.0,,0.009955053505123898,2.5,0,303.15
130,15.0,,0.006995602176052058,5.0,0,303.15
131,15.0,,0.01181195635026494,5.0,0,303.15
132,15.0,,0.008559911901225879,5.0,0,303.15
133,15.0,,0.008107820871222974,5.0,0,303.15
134,15.0,,0.012433909071817167,5.0,0,303.15
135,15.0,,0.008698640110788193,5.0,0,303.15
136,15.0,,0.010906316731055347,5.0,0,303.15
137,15.0,,0.015371598695516873,5.0,0,303.15
138,15.0,,0.01599753550857551,5.0,0,303.15
139,15.0,,0.01052869249763679,5.0,0,303.15
140,15.0,,0.01008480048474818,7.5,0,303.15
141,15.0,,0.013302388222264304,7.5,0,303.15
142,15.0,,0.00668832798129696,7.5,0,303.15
143,15.0,,0.009426342784697386,7.5,0,303.15
144,15.0,,0.009381798912211206,7.5,0,303.15
145,15.0,,0.015490373377689395,7.5,0,303.15
146,15.0,,0.007770726216324549,7.5,0,303.15
147,15.0,,0.008213547734524013,7.5,0,303.15
148,15.0,,0.011841705626630906,7.5,0,303.15
149,15.0,,0.010777935386983212,7.5,0,303.15
150,15.0,,0.009962939523143774,10.0,0,303.15
151,15.0,,0.024286719995530275,10.0,0,303.15
152,15.0,,0.007032437791672991,10.0,0,303.15
153,15.0,,0.011881604474105094,10.0,0,303.15
154,15.0,,0.017190799076668713,10.0,0,303.15
155,15.0,,0.006843243801783192,10.0,0,303.15
156,15.0,,-0.0006236222125385361,10.0,0,303.15
157,15.0,,0.013996919258061846,10.0,0,303.15
158,15.0,,0.01492888142480054,10.0,0,303.15
159,15.0,,0.0030789378426469057,10.0,0,303.15
160,15.0,,0.010848694453085657,12.5,0,303.15
161,15.0,,0.012574999940909623,12.5,0,303.15
162,15.0,,0.010412240109130945,12.5,0,303.15
163,15.0,,0.007823872111325682,12.5,0,303.15
164,15.0,,0.012964027969687047,12.5,0,303.15
165,15.0,,0.012269436813897014,12.5,0,303.15
166,15.0,,0.009579343580028996,12.5,0,303.15
167,15.0,,0.011236566710128112,12.5,0,303.15
168,15.0,,0.009952030247964283,12.5,0,303.15
169,15.0,,0.006568231590521981,12.5,0,303.15
170,15.0,,0.011046241321500774,15.0,0,303.15
171,15.0,,0.011218041893164568,15.0,0,303.15
172,15.0,,0.009685912178821171,15.0,0,303.15
173,15.0,,0.007380130384984106,15.0,0,303.15
174,15.0,,0.012839291885288533,15.0,0,303.15
175,15.0,,0.011178597317428153,15.0,0,303.15
176,15.0,,0.007828704763551268,15.0,0,303.15
177,15.0,,0.011004165884466588,15.0,0,303.15
178,15.0,,0.009506373356058551,15.0,0,303.15
179,15.0,,0.014807205766551767,15.0,0,303.15
180,15.0,,0.011705833229670268,17.5,0,303.15
181,15.0,,0.009864327965413845,17.5,0,303.15
182,15.0,,0.011472936761372683,17.5,0,303.15
183,15.0,,0.01257376748131443,17.5,0,303.15
184,15.0,,0.012211973263680741,17.5,0,303.15
185,15.0,,0.011855011800849566,17.5,0,303.15
186,15.0,,0.01050924932812571,17.5,0,303.15
187,15.0,,0.011404930608204798,17.5,0,303.15
188,15.0,,0.010732035099666247,17.5,0,303.15
189,15.0,,0.011175797854802447,17.5,0,303.15
190,15.0,,0.007576839221051993,20.0,0,303.15
191,15.0,,0.0009807924978539884,20.0,0,303.15
192,15.0,,0.012236779969914832,20.0,0,303.15
193,15.0,,0.005397509541567923,20.0,0,303.15
194,15.0,,0.004669322711554075,20.0,0,303.15
195,15.0,,0.006776082628692012,20.0,0,303.15
196,15.0,,0.007817422267474276,20.0,0,303.15
197,15.0,,0.007946355538683458,20.0,0,303.15
198,15.0,,0.011846914255978495,20.0,0,303.15
199,15.0,,0.009174442953116995,20.0,0,303.15
200,30.0,,0.020130718675888015,0.0,0,303.15
201,30.0,,0.035429260348194276,0.0,0,303.15
202,30.0,,0.006424991117599253,0.0,0,303.15
203,30.0,,0.02956827159935519,0.0,0,303.15
204,30.0,,0.004951736013651172,0.0,0,303.15
205,30.0,,0.02307787665429371,0.0,0,303.15
206,30.0,,0.020390952994767043,0.0,0,303.15
207,30.0,,0.025883105865300175,0.0,0,303.15
208,30.0,,0.022441626660587143,0.0,0,303.15
209,30.0,,0.02545773793268672,0.0,0,303.15
210,30.0,,0.010049559228275856,1.0,0,303.15
211,30.0,,0.006470486849463727,1.0,0,303.15
212,30.0,,0.013647159185082774,1.0,0,303.15
213,30.0,,0.008002844463699022,1.0,0,303.15
214,30.0,,0.013758398719666987,1.0,0,303.15
215,30.0,,0.009021295033280672,1.0,0,303.15
216,30.0,,0.008181007284124332,1.0,0,303.15
217,30.0,,0.009395389319570539,1.0,0,303.15
218,30.0,,0.010179051191122685,1.0,0,303.15
219,30.0,,0.008204077800665894,1.0,0,303.15
220,30.0,,0.012765019532638821,2.5,0,303.15
221,30.0,,0.010288725517872402,2.5,0,303.15
222,30.0,,0.011081255473725715,2.5,0,303.15
223,30.0,,0.014689082252281039,2.5,0,303.15
224,30.0,,0.007217180500579671,2.5,0,303.15
225,30.0,,0.008406331805625248,2.5,0,303.15
226,30.0,,0.011434236144854802,2.5,0,303.15
227,30.0,,0.009525976392708588,2.5,0,303.15
228,30.0,,0.007287849832287172,2.5,0,303.15
229,30.0,,0.012288211481743368,2.5,0,303.15
230,30.0,,0.009656868634748525,5.0,0,303.15
231,30.0,,0.009862966446046444,5.0,0,303.15
232,30.0,,0.00841538344516184,5.0,0,303.15
233,30.0,,0.007071080403340146,5.0,0,303.15
234,30.0,,0.009490865051363193,5.0,0,303.15
235,30.0,,0.004955104107635157,5.0,0,303.15
236,30.0,,0.0054246893070197975,5.0,0,303.15
237,30.0,,0.006361353385184582,5.0,0,303.15
238,30.0,,0.01156807099675478,5.0,0,303.15
239,30.0,,0.00879534808791449,5.0,0,303.15
240,30.0,,0.010653227075787586,7.5,0,303.15
241,30.0,,0.008397575341673215,7.5,0,303.15
242,30.0,,0.007838624890032547,7.5,0,303.15
243,30.0,,0.009407563198432169,7.5,0,303.15
244,30.0,,0.008572415420672401,7.5,0,303.15
245,30.0,,0.008536232589145964,7.5,0,303.15
246,30.0,,0.010310788986375805,7.5,0,303.15
247,30.0,,0.010366967711476898,7.5,0,303.15
248,30.0,,0.01240585551952348,7.5,0,303.15
249,30.0,,0.010305523550311942,7.5,0,303.15
250,30.0,,-0.0019122631783558604,10.0,0,303.15
251,30.0,,0.011853684600303732,10.0,0,303.15
252,30.0,,0.012932734785072515,10.0,0,303.15
253,30.0,,0.008631720552067665,10.0,0,303.15
254,30.0,,0.009977535889399423,10.0,0,303.15
255,30.0,,0.004901303993782014,10.0,0,303.15
256,30.0,,0.00012225980045359706,10.0,0,303.15
257,30.0,,0.014568240997253385,10.0,0,303.15
258,30.0,,0.01753154291069848,10.0,0,303.15
259,30.0,,0.005701421704313526,10.0,0,303.15
260,30.0,,0.01003685083042845,12.5,0,303.15
261,30.0,,0.010503742309976399,12.5,0,303.15
262,30.0,,0.011928685656840582,12.5,0,303.15
263,30.0,,0.01038978444282343,12.5,0,303.15
264,30.0,,0.008359416287915016,12.5,0,303.15
265,30.0,,0.010628686646659946,12.5,0,303.15
266,30.0,,0.009373730984886768,12.5,0,303.15
267,30.0,,0.0077854949254739835,12.5,0,303.15
268,30.0,,0.012409859018534837,12.5,0,303.15
269,30.0,,0.010950382723228642,12.5,0,303.15
270,30.0,,0.013176578576351796,15.0,0,303.15
271,30.0,,0.007452115842725164,15.0,0,303.15
272,30.0,,0.009311783731558474,15.0,0,303.15
273,30.0,,0.00821115250464806,15.0,0,303.15
274,30.0,,0.007870094775389233,15.0,0,303.15
275,30.0,,0.008430111936162886,15.0,0,303.15
276,30.0,,0.01143493746371673,15.0,0,303.15
277,30.0,,0.009787258739688501,15.0,0,303.15
278,30.0,,0.010167353320947639,15.0,0,303.15
279,30.0,,0.009002891604298804,15.0,0,303.15
280,30.0,,0.0128015617202705,17.5,0,303.15
281,30.0,,0.01006023139795483,17.5,0,303.15
282,30.0,,0.013145489669422002,17.5,0,303.15
283,30.0,,0.011036756136148762,17.5,0,303.15
284,30.0,,0.007752881094574901,17.5,0,303.15
285,30.0,,0.012004612851860042,17.5,0,303.15
286,30.0,,0.0096926808159433,17.5,0,303.15
287,30.0,,0.007004321891455946,17.5,0,303.15
288,30.0,,0.008892506687069663,17.5,0,303.15
289,30.0,,0.009704146670482194,17.5,0,303.15
290,30.0,,0.005588018284847589,20.0,0,303.15
291,30.0,,0.008667131123819059,20.0,0,303.15
292,30.0,,0.004850343327952482,20.0,0,303.15
293,30.0,,0.008507753448692108,20.0,0,303.15
294,30.0,,0.00888068927283564,20.0,0,303.15
295,30.0,,0.0073046259531555635,20.0,0,303.15
296,30.0,,0.004732258043167096,20.0,0,303.15
297,30.0,,0.009247638970516161,20.0,0,303.15
298,30.0,,0.005426752516375242,20.0,0,303.15
299,30.0,,0.005565423929605206,20.0,0,303.15
300,45.0,,0.005839420233935903,0.0,0,303.15
301,45.0,,0.01475113593331312,0.0,0,303.15
302,45.0,,0.02074430147770101,0.0,0,303.15
303,45.0,,0.008598589630533332,0.0,0,303.15
304,45.0,,0.010060585962605685,0.0,0,303.15
305,45.0,,0.007698140870923998,0.0,0,303.15
306,45.0,,0.012787166733907136,0.0,0,303.15
307,45.0,,0.02316892637521268,0.0,0,303.15
308,45.0,,0.008291411979175583,0.0,0,303.15
309,45.0,,0.008294034710567385,0.0,0,303.15
310,45.0,,0.008587605612669583,1.0,0,303.15
311,45.0,,0.006010156907238742,1.0,0,303.15
312,45.0,,0.010234156913480775,1.0,0,303.15
313,45.0,,0.0074360625812603465,1.0,0,303.15
314,45.0,,0.008431135934834195,1.0,0,303.15
315,45.0,,0.00928797839120108,1.0,0,303.15
316,45.0,,0.008228642255391643,1.0,0,303.15
317,45.0,,0.01087621264219983,1.0,0,303.15
318,45.0,,0.006952644034621029,1.0,0,303.15
319,45.0,,0.007121264519389298,1.0,0,303.15
320,45.0,,0.0093881706551319,2.5,0,303.15
321,45.0,,0.012453955237791178,2.5,0,303.15
322,45.0,,0.010650728600992997,2.5,0,303.15
323,45.0,,0.0092261819824855,2.5,0,303.15
324,45.0,,0.009956480070332407,2.5,0,303.15
325,45.0,,0.00727218223544077,2.5,0,303.15
326,45.0,,0.009587410368109419,2.5,0,303.15
327,45.0,,0.00861080287444543,2.5,0,303.15
328,45.0,,0.010101262466858631,2.5,0,303.15
329,45.0,,0.010101076568664729,2.5,0,303.15
330,45.0,,0.00509979060063586,5.0,0,303.15
331,45.0,,0.008865985603971756,5.0,0,303.15
332,45.0,,0.0095910915626985,5.0,0,303.15
333,45.0,,0.008676624707112652,5.0,0,303.15
334,45.0,,0.00607601790636157,5.0,0,303.15
335,45.0,,0.008272541658941146,5.0,0,303.15
336,45.0,,0.007170855483969697,5.0,0,303.15
337,45.0,,0.011980836377160615,5.0,0,303.15
338,45.0,,0.011805658197918192,5.0,0,303.15
339,45.0,,0.009627204792132431,5.0,0,303.15
340,45.0,,0.009780722226470652,7.5,0,303.15
341,45.0,,0.009529619858738384,7.5,0,303.15
342,45.0,,0.009034769164215712,7.5,0,303.15
343,45.0,,0.008812543724583887,7.5,0,303.15
344,45.0,,0.010469901134427235,7.5,0,303.15
345,45.0,,0.006430874916350811,7.5,0,303.15
346,45.0,,0.007520891869772742,7.5,0,303.15
347,45.0,,0.008015335914488227,7.5,0,303.15
348,45.0,,0.0061892169769665354,7.5,0,303.15
349,45.0,,0.010771050310670225,7.5,0,303.15
350,45.0,,0.004840196551443137,10.0,0,303.15
351,45.0,,0.012329283257481708,10.0,0,303.15
352,45.0,,0.017392039499972194,10.0,0,303.15
353,45.0,,0.009495912753574275,10.0,0,303.15
354,45.0,,0.009375166638934354,10.0,0,303.15
355,45.0,,0.010807708675681746,10.0,0,303.15
356,45.0,,0.011486305824851035,10.0,0,303.15
357,45.0,,0.013055390384264613,10.0,0,303.15
358,45.0,,0.017155980745069768,10.0,0,303.15
359,45.0,,0.007137612009993243,10.0,0,303.15
360,45.0,,0.007254055920211527,12.5,0,303.15
361,45.0,,0.008727776017901135,12.5,0,303.15
362,45.0,,0.009243992548543542,12.5,0,303.15
363,45.0,,0.006217006171636031,12.5,0,303.15
364,45.0,,0.008929817802900907,12.5,0,303.15
365,45.0,,0.009630486122936452,12.5,0,303.15
366,45.0,,0.012118288896825601,12.5,0,303.15
367,45.0,,0.008132360868146137,12.5,0,303.15
368,45.0,,0.009499933704504668,12.5,0,303.15
369,45.0,,0.008575194046750743,12.5,0,303.15
370,45.0,,0.009975092190851974,15.0,0,303.15
371,45.0,,0.009699545507001502,15.0,0,303.15
372,45.0,,0.009050034294351694,15.0,0,303.15
373,45.0,,0.005381482002579902,15.0,0,303.15
374,45.0,,0.008294871512621442,15.0,0,303.15
375,45.0,,0.008842515145893015,15.0,0,303.15
376,45.0,,0.00983944826931629,15.0,0,303.15
377,45.0,,0.006461222093407696,15.0,0,303.15
378,45.0,,0.005838725381742019,15.0,0,303.15
379,45.0,,0.01048984083463719,15.0,0,303.15
380,45.0,,0.009414346290397668,17.5,0,303.15
381,45.0,,0.008243249991111281,17.5,0,303.15
382,45.0,,0.007956706492388645,17.5,0,303.15
383,45.0,,0.011248405608744719,17.5,0,303.15
384,45.0,,0.010093959801245854,17.5,0,303.15
385,45.0,,0.010219660902682186,17.5,0,303.15
386,45.0,,0.00855961598725781,17.5,0,303.15
387,45.0,,0.009605700518735005,17.5,0,303.15
388,45.0,,0.009715825364755718,17.5,0,303.15
389,45.0,,0.00900678774133892,17.5,0,303.15
390,45.0,,0.00429483982619258,20.0,0,303.15
391,45.0,,0.005990107891153054,20.0,0,303.15
392,45.0,,0.00856909969571379,20.0,0,303.15
393,45.0,,0.006753392089211876,20.0,0,303.15
394,45.0,,0.00954779076243584,20.0,0,303.15
395,45.0,,0.0011296395044584793,20.0,0,303.15
396,45.0,,0.007761281920031376,20.0,0,303.15
397,45.0,,0.0034959919813689847,20.0,0,303.15
398,45.0,,0.007270803072008725,20.0,0,303.15
399,45.0,,0.008788452720349046,20.0,0,303.15
400,60.0,,0.013705058027150436,0.0,0,303.15
401,60.0,,0.052384734501233585,0.0,0,303.15
402,60.0,,0.007986705230392604,0.0,0,303.15
403,60.0,,0.000856420195631544,0.0,0,303.15
404,60.0,,0.00834128343176759,0.0,0,303.15
405,60.0,,0.026471875099827347,0.0,0,303.15
406,60.0,,0.006191871943986306,0.0,0,303.15
407,60.0,,0.02050874464310038,0.0,0,303.15
408,60.0,,0.027504637217879005,0.0,0,303.15
409,60.0,,0.031145616973607536,0.0,0,303.15
410,60.0,,0.00761929051683111,1.0,0,303.15
411,60.0,,0.006673212119429122,1.0,0,303.15
412,60.0,,0.008117722875828815,1.0,0,303.15
413,60.0,,0.010217345969205958,1.0,0,303.15
414,60.0,,0.008546696769718972,1.0,0,303.15
415,60.0,,0.008468693524328158,1.0,0,303.15
416,60.0,,0.008680312795192092,1.0,0,303.15
417,60.0,,0.00586013059551479,1.0,0,303.15
418,60.0,,0.007816084241607442,1.0,0,303.15
419,60.0,,0.008413707349211819,1.0,0,303.15
420,60.0,,0.008227635144179856,2.5,0,303.15
421,60.0,,0.007287670298023737,2.5,0,303.15
422,60.0,,0.011502955521060237,2.5,0,303.15
423,60.0,,0.011903144216208483,2.5,0,303.15
424,60.0,,0.0059030683651429775,2.5,0,303.15
425,60.0,,0.006750071974159901,2.5,0,303.15
426,60.0,,0.011091847376139734,2.5,0,303.15
427,60.0,,0.008247852053057806,2.5,0,303.15
428,60.0,,0.008297774973681527,2.5,0,303.15
429,60.0,,0.006809510785994495,2.5,0,303.15
430,60.0,,0.010350646186525115,5.0,0,303.15
431,60.0,,0.01016256985157711,5.0,0,303.15
432,60.0,,0.008644758028739406,5.0,0,303.15
433,60.0,,0.010326916758468328,5.0,0,303.15
434,60.0,,0.010834842277628326,5.0,0,303.15
435,60.0,,0.006823598287525547,5.0,0,303.15
436,60.0,,0.009383444943352953,5.0,0,303.15
437,60.0,,0.006381936530090166,5.0,0,303.15
438,60.0,,0.005941261447232446,5.0,0,303.15
439,60.0,,0.006327833624010045,5.0,0,303.15
440,60.0,,0.007190542379070922,7.5,0,303.15
441,60.0,,0.006781360672441179,7.5,0,303.15
442,60.0,,0.006333274569754886,7.5,0,303.15
443,60.0,,0.006702808345555458,7.5,0,303.15
444,60.0,,0.007527280573268031,7.5,0,303.15
445,60.0,,0.008769681406856075,7.5,0,303.15
446,60.0,,0.00934691922426045,7.5,0,303.15
447,60.0,,0.008198848594295573,7.5,0,303.15
448,60.0,,0.006766454083011514,7.5,0,303.15
449,60.0,,0.008214048047855145,7.5,0,303.15
450,60.0,,0.005044968570177624,10.0,0,303.15
451,60.0,,0.012841890731200123,10.0,0,303.15
452,60.0,,0.006563855977438079,10.0,0,303.15
453,60.0,,0.012766052078805424,10.0,0,303.15
454,60.0,,0.006369724478099683,10.0,0,303.15
455,60.0,,0.0027623997959727855,10.0,0,303.15
456,60.0,,0.009851333610910562,10.0,0,303.15
457,60.0,,0.009792634517623664,10.0,0,303.15
458,60.0,,0.005965268042852835,10.0,0,303.15
459,60.0,,0.009112683701406383,10.0,0,303.15
460,60.0,,0.006810960011019592,12.5,0,303.15
461,60.0,,0.004983168005215029,12.5,0,303.15
462,60.0,,0.0077563220027638624,12.5,0,303.15
463,60.0,,0.007579615166322211,12.5,0,303.15
464,60.0,,0.004520375942465614,12.5,0,303.15
465,60.0,,0.00897199033927326,12.5,0,303.15
466,60.0,,0.007500894931222277,12.5,0,303.15
467,60.0,,0.009174004711758908,12.5,0,303.15
468,60.0,,0.008127546898050205,12.5,0,303.15
469,60.0,,0.007580588441741824,12.5,0,303.15
470,60.0,,0.007746437700381012,15.0,0,303.15
471,60.0,,0.006524955599361427,15.0,0,303.15
472,60.0,,0.006510990460686665,15.0,0,303.15
473,60.0,,0.004618592344725246,15.0,0,303.15
474,60.0,,0.004760621427964733,15.0,0,303.15
475,60.0,,0.007732674533160783,15.0,0,303.15
476,60.0,,0.009825856314177863,15.0,0,303.15
477,60.0,,0.0072790018477595095,15.0,0,303.15
478,60.0,,0.006835562762273879,15.0,0,303.15
479,60.0,,0.00997724436464973,15.0,0,303.15
480,60.0,,0.00845752300590999,17.5,0,303.15
481,60.0,,0.007646723729778133,17.5,0,303.15
482,60.0,,0.009171612265471456,17.5,0,303.15
483,60.0,,0.007744641558939461,17.5,0,303.15
484,60.0,,0.008713851190966987,17.5,0,303.15
485,60.0,,0.007159842514109244,17.5,0,303.15
486,60.0,,0.010109789939181218,17.5,0,303.15
487,60.0,,0.010406060442148446,17.5,0,303.15
488,60.0,,0.009765030123025497,17.5,0,303.15
489,60.0,,0.011116488022117186,17.5,0,303.15
490,60.0,,0.004668202902462558,20.0,0,303.15
491,60.0,,0.005688193085955063,20.0,0,303.15
492,60.0,,0.007789646162714963,20.0,0,303.15
493,60.0,,0.004946311692331187,20.0,0,303.15
494,60.0,,0.005855004429739848,20.0,0,303.15
495,60.0,,0.004749824476957126,20.0,0,303.15
496,60.0,,0.009217172515110297,20.0,0,303.15
497,60.0,,0.006619505119635271,20.0,0,303.15
498,60.0,,0.009491233955424262,20.0,0,303.15
499,60.0,,0.005000405348496777,20.0,0,303.15
500,75.0,,0.01058089017719056,0.0,0,303.15
501,75.0,,0.0003718660221719815,0.0,0,303.15
502,75.0,,0.0005498435473757259,0.0,0,303.15
503,75.0,,0.02059480859199549,0.0,0,303.15
504,75.0,,0.018793431323256567,0.0,0,303.15
505,75.0,,-0.025075135943016913,0.0,0,303.15
506,75.0,,0.015404635203770764,0.0,0,303.15
507,75.0,,0.002380741183108253,0.0,0,303.15
508,75.0,,0.04053500197533748,0.0,0,303.15
509,75.0,,0.01798788364695113,0.0,0,303.15
510,75.0,,0.008514241845893191,1.0,0,303.15
511,75.0,,0.008731909235087258,1.0,0,303.15
512,75.0,,0.010590079030442328,1.0,0,303.15
513,75.0,,0.009307701434944785,1.0,0,303.15
514,75.0,,0.010871559441432825,1.0,0,303.15
515,75.0,,0.009520177775244075,1.0,0,303.15
516,75.0,,0.0075313335134897345,1.0,0,303.15
517,75.0,,0.007444805493405161,1.0,0,303.15
518,75.0,,0.009787058582879518,1.0,0,303.15
519,75.0,,0.012422298781616317,1.0,0,303.15
520,75.0,,0.010111689060799147,2.5,0,303.15
521,75.0,,0.005358234708303955,2.5,0,303.15
522,75.0,,0.012929322761934198,2.5,0,303.15
523,75.0,,0.009911203866948088,2.5,0,303.15
524,75.0,,0.008812813482981983,2.5,0,303.15
525,75.0,,0.007271262798052276,2.5,0,303.15
526,75.0,,0.006968329727545125,2.5,0,303.15
527,75.0,,0.009809187413378023,2.5,0,303.15
528,75.0,,0.010420500714625783,2.5,0,303.15
529,75.0,,0.005813985625869248,2.5,0,303.15
530,75.0,,0.008028826896521945,5.0,0,303.15
531,75.0,,0.009683178999673539,5.0,0,303.15
532,75.0,,0.010085282280531703,5.0,0,303.15
533,75.0,,0.009079693868794082,5.0,0,303.15
534,75.0,,0.006018493977845948,5.0,0,303.15
