,Time,Concentration,Value,Aerobic,Temperature
67,0.0,60.0,0.005414232241159595,1,303.15
68,0.0,60.0,0.003986409449853358,1,303.15
69,0.0,60.0,0.005192742265042168,1,303.15
70,0.0,70.0,0.008329661293871238,1,303.15
71,0.0,70.0,0.004710526728719516,1,303.15
72,0.0,70.0,0.004393319996095692,1,303.15
73,0.0,70.0,0.0038072135720796135,1,303.15
74,0.0,70.0,0.006907850550348456,1,303.15
75,0.0,70.0,0.00717766917183384,1,303.15
76,0.0,70.0,0.0062822154258744605,1,303.15
77,0.0,70.0,0.006204406516649689,1,303.15
78,0.0,70.0,0.006652023041559124,1,303.15
79,0.0,70.0,0.00431976063908318,1,303.15
80,0.0,80.0,0.009720121781057245,1,303.15
81,0.0,80.0,0.0058564268079150834,1,303.15
82,0.0,80.0,0.0052907558500687735,1,303.15
83,0.0,80.0,0.006456609380558674,1,303.15
84,0.0,80.0,0.006556925123287077,1,303.15
85,0.0,80.0,0.007477600608699307,1,303.15
86,0.0,80.0,0.006745933629118966,1,303.15
87,0.0,80.0,0.005783134694096489,1,303.15
88,0.0,80.0,0.0060941238092350955,1,303.15
89,0.0,80.0,0.009308602346821506,1,303.15
90,0.0,90.0,0.00807411596398185,1,303.15
91,0.0,90.0,0.008610700356445554,1,303.15
92,0.0,90.0,0.007589644441643537,1,303.15
93,0.0,90.0,0.0048847334642605775,1,303.15
94,0.0,90.0,0.00550590663764485,1,303.15
95,0.0,90.0,0.006294760673615655,1,303.15
96,0.0,90.0,0.006566036247482976,1,303.15
97,0.0,90.0,0.0063180276735330864,1,303.15
98,0.0,90.0,0.006670365096639541,1,303.15
99,0.0,90.0,0.008809003291852907,1,303.15
100,0.0,100.0,0.009592516232941906,1,303.15
101,0.0,100.0,0.008411611899593325,1,303.15
102,0.0,100.0,0.005239910229319321,1,303.15
103,0.0,100.0,0.009007291029668728,1,303.15
104,0.0,100.0,0.005880066994403437,1,303.15
105,0.0,100.0,0.007721125098726123,1,303.15
106,0.0,100.0,0.009245289750537585,1,303.15
107,0.0,100.0,0.005105197549811693,1,303.15
108,0.0,100.0,0.006863940749302805,1,303.15
109,0.0,100.0,0.00793549545985883,1,303.15
110,15.0,0.0,0.008295249455460061,1,303.15
111,15.0,0.0,0.007725147284639807,1,303.15
112,15.0,0.0,0.006426174491338799,1,303.15
113,15.0,0.0,0.0064244372174869415,1,303.15
114,15.0,0.0,0.007184076711581309,1,303.15
115,15.0,0.0,0.009384673210298766,1,303.15
116,15.0,0.0,0.006971651078233289,1,303.15
117,15.0,0.0,0.008295458167634464,1,303.15
118,15.0,0.0,0.008573394329287937,1,303.15
119,15.0,0.0,0.008102421162890304,1,303.15
120,15.0,10.0,0.005900967297936802,1,303.15
121,15.0,10.0,0.005593427208274972,1,303.15
122,15.0,10.0,0.006345026072727481,1,303.15
123,15.0,10.0,0.006482295982534222,1,303.15
124,15.0,10.0,0.006024749432196232,1,303.15
125,15.0,10.0,0.0072815759451487485,1,303.15
126,15.0,10.0,0.005603485188330586,1,303.15
127,15.0,10.0,0.006974629527096755,1,303.15
128,15.0,10.0,0.005490183507070588,1,303.15
129,15.0,10.0,0.005636338274618295,1,303.15
130,15.0,20.0,0.007650155206220413,1,303.15
131,15.0,20.0,0.007401092052178131,1,303.15
132,15.0,20.0,0.007680065570656578,1,303.15
133,15.0,20.0,0.006657758278782594,1,303.15
134,15.0,20.0,0.008737789453103023,1,303.15
135,15.0,20.0,0.007129208666232941,1,303.15
136,15.0,20.0,0.007404091352084279,1,303.15
137,15.0,20.0,0.006888094716630404,1,303.15
138,15.0,20.0,0.0074151398195840225,1,303.15
139,15.0,20.0,0.006682013387016405,1,303.15
140,15.0,30.0,0.004193825649973412,1,303.15
141,15.0,30.0,0.006004137656530456,1,303.15
142,15.0,30.0,0.007636026168169972,1,303.15
143,15.0,30.0,0.006145956118710465,1,303.15
144,15.0,30.0,0.005964097344042718,1,303.15
145,15.0,30.0,0.013011389462709893,1,303.15
146,15.0,30.0,0.0041406784416616535,1,303.15
147,15.0,30.0,0.007868025825738898,1,303.15
148,15.0,30.0,0.0056615693425034665,1,303.15
149,15.0,30.0,0.004955122111714748,1,303.15
150,15.0,40.0,0.008600833641958808,1,303.15
151,15.0,40.0,0.008064582091190653,1,303.15
152,15.0,40.0,0.005981886496111214,1,303.15
153,15.0,40.0,0.007042966440449266,1,303.15
154,15.0,40.0,0.007969958336916468,1,303.15
155,15.0,40.0,0.008148101775261032,1,303.15
156,15.0,40.0,0.0064539085251527325,1,303.15
157,15.0,40.0,0.006303872257500651,1,303.15
158,15.0,40.0,0.00618688429530467,1,303.15
159,15.0,40.0,0.008645514061290785,1,303.15
160,15.0,50.0,0.007806260881450163,1,303.15
161,15.0,50.0,0.008281821884872833,1,303.15
162,15.0,50.0,0.007016446089276231,1,303.15
163,15.0,50.0,0.006808763269067363,1,303.15
164,15.0,50.0,0.007330257580651349,1,303.15
165,15.0,50.0,0.006786488236565148,1,303.15
166,15.0,50.0,0.007204570716346716,1,303.15
167,15.0,50.0,0.006168975699963131,1,303.15
168,15.0,50.0,0.007387481386059898,1,303.15
169,15.0,50.0,0.0076395243025920625,1,303.15
170,15.0,60.0,0.004904142999286401,1,303.15
171,15.0,60.0,0.002834793493833551,1,303.15
172,15.0,60.0,0.005336460807816559,1,303.15
173,15.0,60.0,0.0036490873865328115,1,303.15
174,15.0,60.0,0.0028359250038259465,1,303.15
175,15.0,60.0,0.003936775052713367,1,303.15
176,15.0,60.0,0.005962177590455877,1,303.15
177,15.0,60.0,0.0061961708581953455,1,303.15
178,15.0,60.0,0.0046667427154742785,1,303.15
179,15.0,60.0,0.0036132555982516445,1,303.15
180,15.0,70.0,0.005895711282091057,1,303.15
181,15.0,70.0,0.0026292216062941457,1,303.15
182,15.0,70.0,0.006734678854410142,1,303.15
183,15.0,70.0,0.00835054432334098,1,303.15
184,15.0,70.0,0.005131181393347115,1,303.15
185,15.0,70.0,0.00901980006749778,1,303.15
186,15.0,70.0,0.005502422232601468,1,303.15
187,15.0,70.0,0.006855259573189599,1,303.15
188,15.0,70.0,0.002112243208246379,1,303.15
189,15.0,70.0,0.007516718048510005,1,303.15
190,15.0,80.0,0.011541713957322931,1,303.15
191,15.0,80.0,0.00588480542253802,1,303.15
192,15.0,80.0,0.008887524569760304,1,303.15
193,15.0,80.0,0.009336844098935324,1,303.15
194,15.0,80.0,0.010443560714050629,1,303.15
195,15.0,80.0,0.003621273152429735,1,303.15
196,15.0,80.0,0.01639061690055937,1,303.15
197,15.0,80.0,0.00861771417564607,1,303.15
198,15.0,80.0,0.002350157940337369,1,303.15
199,15.0,80.0,0.00916656555993698,1,303.15
200,15.0,90.0,0.0058460537826497735,1,303.15
201,15.0,90.0,0.004775438124262648,1,303.15
202,15.0,90.0,0.006571415463766206,1,303.15
203,15.0,90.0,0.00770623261770054,1,303.15
204,15.0,90.0,0.005412808237789518,1,303.15
205,15.0,90.0,0.004656612831751145,1,303.15
206,15.0,90.0,0.006353228741160515,1,303.15
207,15.0,90.0,0.005929734535957715,1,303.15
208,15.0,90.0,0.007679815061830853,1,303.15
209,15.0,90.0,0.006239282981213789,1,303.15
210,15.0,100.0,0.0056882563523486685,1,303.15
211,15.0,100.0,0.006599929928887056,1,303.15
212,15.0,100.0,0.005833429959101678,1,303.15
213,15.0,100.0,0.006561519497087409,1,303.15
214,15.0,100.0,0.00859532996131067,1,303.15
215,15.0,100.0,0.007898366410957152,1,303.15
216,15.0,100.0,0.0063563536826288175,1,303.15
217,15.0,100.0,0.010143853067577445,1,303.15
218,15.0,100.0,0.00592694822035726,1,303.15
219,15.0,100.0,0.006149119682833507,1,303.15
220,30.0,0.0,0.008861250268976346,1,303.15
221,30.0,0.0,0.009121303262224231,1,303.15
222,30.0,0.0,0.007120553376996507,1,303.15
223,30.0,0.0,0.009865010352129763,1,303.15
224,30.0,0.0,0.009123256728330467,1,303.15
225,30.0,0.0,0.008659959655476574,1,303.15
226,30.0,0.0,0.004658062287019923,1,303.15
227,30.0,0.0,0.00620562765021596,1,303.15
228,30.0,0.0,0.007862738870254802,1,303.15
229,30.0,0.0,0.005878486272345162,1,303.15
230,30.0,10.0,0.0059999999999999915,1,303.15
231,30.0,10.0,0.0059999999999999915,1,303.15
232,30.0,10.0,0.0059999999999999915,1,303.15
233,30.0,10.0,0.0059999999999999915,1,303.15
234,30.0,10.0,0.0059999999999999915,1,303.15
235,30.0,10.0,0.0059999999999999915,1,303.15
236,30.0,10.0,0.0059999999999999915,1,303.15
237,30.0,10.0,0.0059999999999999915,1,303.15
238,30.0,10.0,0.0059999999999999915,1,303.15
239,30.0,10.0,0.0059999999999999915,1,303.15
240,30.0,20.0,0.006588346460578935,1,303.15
241,30.0,20.0,0.00807628452905446,1,303.15
242,30.0,20.0,0.00859269686397169,1,303.15
243,30.0,20.0,0.005059400919184567,1,303.15
244,30.0,20.0,0.005313974757397473,1,303.15
245,30.0,20.0,0.00571354894849858,1,303.15
246,30.0,20.0,0.008538108072148746,1,303.15
247,30.0,20.0,0.00807011737376429,1,303.15
248,30.0,20.0,0.00931719120063916,1,303.15
249,30.0,20.0,0.006704617583628172,1,303.15
250,30.0,30.0,0.006329652804482653,1,303.15
251,30.0,30.0,0.007159384590839212,1,303.15
252,30.0,30.0,0.007242957226263634,1,303.15
253,30.0,30.0,0.003057612750550542,1,303.15
254,30.0,30.0,0.004237356757277452,1,303.15
255,30.0,30.0,0.003579363389297779,1,303.15
256,30.0,30.0,0.0027386612893823903,1,303.15
257,30.0,30.0,0.005631133934733289,1,303.15
258,30.0,30.0,0.009628193212862807,1,303.15
259,30.0,30.0,0.003192292880697167,1,303.15
260,30.0,40.0,0.005515622993802934,1,303.15
261,30.0,40.0,0.00497761899307657,1,303.15
262,30.0,40.0,0.003375812437227174,1,303.15
263,30.0,40.0,0.004424053533007366,1,303.15
264,30.0,40.0,0.008391723646947976,1,303.15
265,30.0,40.0,0.004166121172382707,1,303.15
266,30.0,40.0,0.007253126171325953,1,303.15
267,30.0,40.0,0.007649491463756536,1,303.15
268,30.0,40.0,0.00567201334153898,1,303.15
269,30.0,40.0,0.007286103707267161,1,303.15
270,30.0,50.0,0.006879785702320136,1,303.15
271,30.0,50.0,0.007102918346498919,1,303.15
272,30.0,50.0,0.006411410026382277,1,303.15
273,30.0,50.0,0.00815052063179436,1,303.15
274,30.0,50.0,0.007587040329114381,1,303.15
275,30.0,50.0,0.007259656243393968,1,303.15
276,30.0,50.0,0.00760519693469445,1,303.15
277,30.0,50.0,0.0063055587539879955,1,303.15
278,30.0,50.0,0.0070150399722295545,1,303.15
279,30.0,50.0,0.007123903504559003,1,303.15
280,30.0,60.0,0.004175147517211075,1,303.15
281,30.0,60.0,0.005222852618443318,1,303.15
282,30.0,60.0,0.00420986046167383,1,303.15
283,30.0,60.0,0.0054857248463542774,1,303.15
284,30.0,60.0,0.0043183925987153714,1,303.15
285,30.0,60.0,0.0040416257484267495,1,303.15
286,30.0,60.0,0.0036309932428694233,1,303.15
287,30.0,60.0,0.005300627358628511,1,303.15
288,30.0,60.0,0.004252324054524195,1,303.15
289,30.0,60.0,0.005038002559108757,1,303.15
290,30.0,70.0,0.0056235181267399285,1,303.15
291,30.0,70.0,0.005883435373501296,1,303.15
292,30.0,70.0,0.003552702224462799,1,303.15
293,30.0,70.0,0.0030412440676859677,1,303.15
294,30.0,70.0,0.0032987106311738973,1,303.15
295,30.0,70.0,0.004380251400599368,1,303.15
296,30.0,70.0,0.006168791378885777,1,303.15
297,30.0,70.0,0.004151644694186985,1,303.15
298,30.0,70.0,0.005586869161189546,1,303.15
299,30.0,70.0,0.004649810597635722,1,303.15
300,30.0,80.0,0.006330496385109249,1,303.15
301,30.0,80.0,0.01418664257012294,1,303.15
302,30.0,80.0,0.008588918468295079,1,303.15
303,30.0,80.0,0.010063964679430463,1,303.15
304,30.0,80.0,0.004362084818779213,1,303.15
305,30.0,80.0,0.007549501845052287,1,303.15
306,30.0,80.0,0.011222972665975836,1,303.15
307,30.0,80.0,0.004493728535138708,1,303.15
308,30.0,80.0,0.014124775409607986,1,303.15
309,30.0,80.0,0.007351041190810346,1,303.15
310,30.0,90.0,0.0059999999999999915,1,303.15
311,30.0,90.0,0.0059999999999999915,1,303.15
312,30.0,90.0,0.0059999999999999915,1,303.15
313,30.0,90.0,0.0059999999999999915,1,303.15
314,30.0,90.0,0.0059999999999999915,1,303.15
315,30.0,90.0,0.0059999999999999915,1,303.15
316,30.0,90.0,0.0059999999999999915,1,303.15
317,30.0,90.0,0.0059999999999999915,1,303.15
318,30.0,90.0,0.0059999999999999915,1,303.15
319,30.0,90.0,0.0059999999999999915,1,303.15
320,30.0,100.0,0.007050471040396554,1,303.15
321,30.0,100.0,0.008116773175387984,1,303.15
322,30.0,100.0,0.005701774717996918,1,303.15
323,30.0,100.0,0.006047069987334727,1,303.15
324,30.0,100.0,0.006382086665826829,1,303.15
325,30.0,100.0,0.006759024475869726,1,303.15
326,30.0,100.0,0.004587253490039797,1,303.15
327,30.0,100.0,0.006611960632972433,1,303.15
328,30.0,100.0,0.005758107502262789,1,303.15
329,30.0,100.0,0.0038466738005865256,1,303.15
330,45.0,0.0,0.005698173285882081,1,303.15
331,45.0,0.0,0.007680300262106741,1,303.15
332,45.0,0.0,0.0053684348123251725,1,303.15
333,45.0,0.0,0.010603433168744708,1,303.15
334,45.0,0.0,0.009046810248367836,1,303.15
335,45.0,0.0,0.007744921330915041,1,303.15
336,45.0,0.0,0.007101654193543835,1,303.15
337,45.0,0.0,0.008870702538655986,1,303.15
338,45.0,0.0,0.0060851218799425864,1,303.15
339,45.0,0.0,0.007114084124097709,1,303.15
340,45.0,10.0,0.006165502242242397,1,303.15
341,45.0,10.0,0.004116582155398536,1,303.15
342,45.0,10.0,0.0036499285157815774,1,303.15
343,45.0,10.0,0.008462341791950146,1,303.15
344,45.0,10.0,0.006129441321986862,1,303.15
345,45.0,10.0,0.006362432946739513,1,303.15
346,45.0,10.0,0.00627916956045898,1,303.15
347,45.0,10.0,0.00566191627690664,1,303.15
348,45.0,10.0,0.004061978053353604,1,303.15
349,45.0,10.0,0.005362275594611729,1,303.15
350,45.0,20.0,0.007376039409798224,1,303.15
351,45.0,20.0,0.006587989726754376,1,303.15
352,45.0,20.0,0.006547228659750016,1,303.15
353,45.0,20.0,0.0058392416516502435,1,303.15
354,45.0,20.0,0.007407683507347125,1,303.15
355,45.0,20.0,0.005627245573993998,1,303.15
356,45.0,20.0,0.005661128501047181,1,303.15
357,45.0,20.0,0.006583119385316757,1,303.15
358,45.0,20.0,0.00677828727602641,1,303.15
359,45.0,20.0,0.007032634972974426,1,303.15
360,45.0,30.0,0.004542257801673166,1,303.15
361,45.0,30.0,0.0019509644277958377,1,303.15
362,45.0,30.0,0.004887978848951063,1,303.15
363,45.0,30.0,0.00852994758288157,1,303.15
364,45.0,30.0,0.008308096077865926,1,303.15
365,45.0,30.0,0.004621527305477297,1,303.15
366,45.0,30.0,0.0064967905339716565,1,303.15
367,45.0,30.0,0.002332102415373425,1,303.15
368,45.0,30.0,0.005356351395388331,1,303.15
369,45.0,30.0,0.004169323722516341,1,303.15
370,45.0,40.0,0.00880760142602367,1,303.15
371,45.0,40.0,0.004102072826725296,1,303.15
372,45.0,40.0,0.00405499449926881,1,303.15
373,45.0,40.0,0.006154386920088211,1,303.15
374,45.0,40.0,0.008232808047843692,1,303.15
375,45.0,40.0,0.008042095017871145,1,303.15
376,45.0,40.0,0.005162541253723549,1,303.15
377,45.0,40.0,0.008305191191590825,1,303.15
378,45.0,40.0,0.008202853133287159,1,303.15
379,45.0,40.0,0.006275643576136989,1,303.15
380,45.0,50.0,0.003665284635573083,1,303.15
381,45.0,50.0,0.009227209791142743,1,303.15
382,45.0,50.0,0.005722932358905896,1,303.15
383,45.0,50.0,0.007882542026619066,1,303.15
384,45.0,50.0,0.008067674512118404,1,303.15
385,45.0,50.0,0.008099167343189745,1,303.15
386,45.0,50.0,0.007180305283422295,1,303.15
387,45.0,50.0,0.0077466260789431024,1,303.15
388,45.0,50.0,0.00636354368476575,1,303.15
389,45.0,50.0,0.006318992156693619,1,303.15
390,45.0,60.0,0.003958517325655494,1,303.15
391,45.0,60.0,0.005764509198095738,1,303.15
392,45.0,60.0,0.0031071914207077694,1,303.15
393,45.0,60.0,0.002404307873509696,1,303.15
394,45.0,60.0,0.005760697983643183,1,303.15
395,45.0,60.0,0.005020466771809667,1,303.15
396,45.0,60.0,0.005585727163550688,1,303.15
397,45.0,60.0,0.0050743562661021945,1,303.15
398,45.0,60.0,0.00600943761127866,1,303.15
399,45.0,60.0,0.0038031799193060357,1,303.15
400,45.0,70.0,0.005839409134681401,1,303.15
401,45.0,70.0,0.002304192403914125,1,303.15
402,45.0,70.0,0.006114158086642214,1,303.15
403,45.0,70.0,0.0052212756490499146,1,303.15
404,45.0,70.0,0.005898131854218474,1,303.15
405,45.0,70.0,0.003981975098120338,1,303.15
406,45.0,70.0,0.003980596025439614,1,303.15
407,45.0,70.0,0.004932938491999907,1,303.15
408,45.0,70.0,0.003930413793904344,1,303.15
409,45.0,70.0,0.00701700696174528,1,303.15
410,45.0,80.0,0.009506618838331801,1,303.15
411,45.0,80.0,0.006839182097891418,1,303.15
412,45.0,80.0,0.004404094683864243,1,303.15
413,45.0,80.0,0.00819076279632989,1,303.15
414,45.0,80.0,0.009280855117495443,1,303.15
415,45.0,80.0,0.004890099967842296,1,303.15
416,45.0,80.0,0.006836784464328112,1,303.15
417,45.0,80.0,0.0023941320146149475,1,303.15
418,45.0,80.0,0.009475621824665886,1,303.15
419,45.0,80.0,0.0006759081182218145,1,303.15
420,45.0,90.0,0.0062081682674976464,1,303.15
421,45.0,90.0,0.006677996458642728,1,303.15
422,45.0,90.0,0.005554768647799808,1,303.15
423,45.0,90.0,0.006730026584877495,1,303.15
424,45.0,90.0,0.006827610351171955,1,303.15
425,45.0,90.0,0.006670886091394185,1,303.15
426,45.0,90.0,0.006728008632560564,1,303.15
427,45.0,90.0,0.0055742830788892,1,303.15
428,45.0,90.0,0.005619882604496315,1,303.15
429,45.0,90.0,0.004442734227746508,1,303.15
430,45.0,100.0,0.007522076479694732,1,303.15
431,45.0,100.0,0.008790236409577785,1,303.15
432,45.0,100.0,0.007466865666022643,1,303.15
433,45.0,100.0,0.008828214411943956,1,303.15
434,45.0,100.0,0.005529142630608982,1,303.15
435,45.0,100.0,0.007216010115182247,1,303.15
436,45.0,100.0,0.006722912428256566,1,303.15
437,45.0,100.0,0.005701954381577631,1,303.15
438,45.0,100.0,0.005076118117403312,1,303.15
439,45.0,100.0,0.007924589985352892,1,303.15
440,60.0,0.0,0.00736280362375798,1,303.15
441,60.0,0.0,0.004695423403553295,1,303.15
442,60.0,0.0,0.004392710275607118,1,303.15
443,60.0,0.0,0.007783973328677379,1,303.15
444,60.0,0.0,0.006982266010097918,1,303.15
445,60.0,0.0,0.004928528331419349,1,303.15
446,60.0,0.0,0.006318361997666083,1,303.15
447,60.0,0.0,0.008243327599387347,1,303.15
448,60.0,0.0,0.009575002553257585,1,303.15
449,60.0,0.0,0.008225162291568963,1,303.15
450,60.0,10.0,0.004389059343166499,1,303.15
451,60.0,10.0,0.005662459030523762,1,303.15
452,60.0,10.0,0.002710915696028814,1,303.15
453,60.0,10.0,0.005410664611463294,1,303.15
454,60.0,10.0,0.004164089594626763,1,303.15
455,60.0,10.0,0.003962679954711875,1,303.15
456,60.0,10.0,0.0029665820093311267,1,303.15
457,60.0,10.0,0.003489573538746602,1,303.15
458,60.0,10.0,0.004573563703789619,1,303.15
459,60.0,10.0,0.005989212054017147,1,303.15
460,60.0,20.0,0.0059999999999999915,1,303.15
461,60.0,20.0,0.0059999999999999915,1,303.15
462,60.0,20.0,0.0059999999999999915,1,303.15
463,60.0,20.0,0.0059999999999999915,1,303.15
464,60.0,20.0,0.0059999999999999915,1,303.15
465,60.0,20.0,0.0059999999999999915,1,303.15
466,60.0,20.0,0.0059999999999999915,1,303.15
467,60.0,20.0,0.0059999999999999915,1,303.15
468,60.0,20.0,0.0059999999999999915,1,303.15
469,60.0,20.0,0.0059999999999999915,1,303.15
470,60.0,30.0,0.0058311332634891815,1,303.15
471,60.0,30.0,0.00455854269548098,1,303.15
472,60.0,30.0,0.006661822796008849,1,303.15
473,60.0,30.0,0.007514848817544446,1,303.15
474,60.0,30.0,0.005931988281345766,1,303.15
475,60.0,30.0,0.0034321630371027,1,303.15
476,60.0,30.0,0.006302279014670712,1,303.15
477,60.0,30.0,0.006654790037095743,1,303.15
478,60.0,30.0,0.004875835477938506,1,303.15
479,60.0,30.0,0.00547102218696912,1,303.15
480,60.0,40.0,0.0037427998408466573,1,303.15
481,60.0,40.0,0.0047783039248157876,1,303.15
482,60.0,40.0,0.004265450243066705,1,303.15
483,60.0,40.0,0.0033967989871511784,1,303.15
484,60.0,40.0,0.005578548886422632,1,303.15
485,60.0,40.0,0.006068908888324876,1,303.15
486,60.0,40.0,0.005798048202214448,1,303.15
487,60.0,40.0,0.006238044761093443,1,303.15
488,60.0,40.0,0.006965085500011246,1,303.15
489,60.0,40.0,0.0060794655809222374,1,303.15
490,60.0,50.0,0.005010859066263252,1,303.15
491,60.0,50.0,0.005828423522058014,1,303.15
492,60.0,50.0,0.005933641868561985,1,303.15
493,60.0,50.0,0.003982796644233131,1,303.15
494,60.0,50.0,0.009234855605704254,1,303.15
495,60.0,50.0,0.005262007132275714,1,303.15
496,60.0,50.0,0.00888909200864246,1,303.15
497,60.0,50.0,0.0048678443476592,1,303.15
498,60.0,50.0,0.004941409843467579,1,303.15
499,60.0,50.0,0.006378698852521087,1,303.15
500,60.0,60.0,0.005820478805124327,1,303.15
501,60.0,60.0,0.0037401048187440944,1,303.15
502,60.0,60.0,0.003449066578427195,1,303.15
503,60.0,60.0,0.000981581542440209,1,303.15
504,60.0,60.0,0.002805358254504395,1,303.15
505,60.0,60.0,0.003121749346223091,1,303.15
506,60.0,60.0,0.006068328443291531,1,303.15
507,60.0,60.0,0.0063603048881096455,1,303.15
508,60.0,60.0,0.005252793812964543,1,303.15
509,60.0,60.0,0.004281170569413872,1,303.15
510,60.0,70.0,0.005095531518618932,1,303.15
511,60.0,70.0,0.005618091058730397,1,303.15
512,60.0,70.0,0.004383530367988181,1,303.15
513,60.0,70.0,0.004195691819196777,1,303.15
514,60.0,70.0,0.004157725632135367,1,303.15
515,60.0,70.0,0.004255896593173131,1,303.15
516,60.0,70.0,0.004858369759555268,1,303.15
517,60.0,70.0,0.004774979719036593,1,303.15
518,60.0,70.0,0.00456050339784046,1,303.15
519,60.0,70.0,0.0047055310428783075,1,303.15
520,60.0,80.0,0.003952682881018939,1,303.15
521,60.0,80.0,0.010033782946598522,1,303.15
522,60.0,80.0,0.0033386535894771494,1,303.15
523,60.0,80.0,0.008893943163067002,1,303.15
524,60.0,80.0,0.0023721943009567476,1,303.15
525,60.0,80.0,0.005210387552625628,1,303.15
526,60.0,80.0,0.0020501087232583422,1,303.15
527,60.0,80.0,0.007760324353492499,1,303.15
528,60.0,80.0,0.012556757240824747,1,303.15
529,60.0,80.0,0.009231548265342454,1,303.15
530,60.0,90.0,0.005154604288079436,1,303.15
531,60.0,90.0,0.0063180370840905066,1,303.15
532,60.0,90.0,0.006088101763924814,1,303.15
533,60.0,90.0,0.0051944623112707726,1,303.15
534,60.0,90.0,0.006141580598327296,1,303.15
535,60.0,90.0,0.00595955165870303,1,303.15
536,60.0,90.0,0.00595637623432642,1,303.15
537,60.0,90.0,0.00615549840805492,1,303.15
538,60.0,90.0,0.005744217004198847,1,303.15
539,60.0,90.0,0.007001591139737979,1,303.15
540,60.0,100.0,0.006130550348547264,1,303.15
541,60.0,100.0,0.005851951854927933,1,303.15
542,60.0,100.0,0.005752489916056248,1,303.15
543,60.0,100.0,0.006056876472872956,1,303.15
544,60.0,100.0,0.005212141141522036,1,303.15
545,60.0,100.0,0.005365418891551685,1,303.15
546,60.0,100.0,0.0072259465649160606,1,303.15
547,60.0,100.0,0.005554494136059239,1,303.15
548,60.0,100.0,0.005626433039069841,1,303.15
549,60.0,100.0,0.0070814113749213346,1,303.15
550,75.0,0.0,0.003900574678268878,1,303.15
551,75.0,0.0,0.008446933360277718,1,303.15
552,75.0,0.0,0.006633088682844455,1,303.15
553,75.0,0.0,0.006845170855725003,1,303.15
